Institution: Title,Institution: Role,Institution: Origin,Institution: Type,Inscription: IE,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Institution: ID,Inscription: ID,Institution: Notes,Inscription: Notes
Demos,Sponsor,Athens,Public,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,88,5,21,20,24,190,204,144,157,50,255,244,51,47,4,6,5,3,1,5,0,492,492,,
Demos,Sponsor,Athens,Public,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,88,5,21,20,24,190,204,144,157,50,512,438,101,84,4,6,5,3,1,1,4,503,503,,
Demos,Sponsor,Athens,Public,517,Statue Base(?) for an Unknown Individual,Base,Dedication,,202.0,18,0.0290,88,5,21,20,24,190,204,144,157,50,55,5,16,6,1,0,1,1,1,0,1,517,517,,
Demos,Sponsor,Athens,Public,519,Statue Base for the Empress Iul. Domna,Base,Dedication,,196.5,3,,88,5,21,20,24,190,204,144,157,50,118,110,20,18,3,0,1,3,0,0,1,519,519,,
Demos,Sponsor,Athens,Public,522,"Statue Base for Nikostrate Menneou Berenikidou, Hearth-Initiate",Base,Dedication,,187.5,25,0.0220,88,5,21,20,24,190,204,144,157,50,169,160,40,33,2,1,2,2,1,2,0,522,522,,
Demos,Officer,Athens,Public,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,880,812,170,146,2,10,11,1,1,11,0,523,523,,
Demos,Sponsor,Athens,Public,539,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0300,88,5,21,20,24,190,204,144,157,50,73,28,27,11,3,1,0,3,0,0,0,539,539,,
Demos,Sponsor,Athens,Public,558,Statue Base for an Unknown Son or Daughter of a Nummios,Building or Monument,Dedication,,150.5,99,0.0205,88,5,21,20,24,190,204,144,157,50,67,9,26,7,3,0,1,3,1,1,0,558,558,,
Demos,Sponsor,Athens,Public,570,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0210,88,5,21,20,24,190,204,144,157,50,22,10,10,8,3,0,0,3,0,0,0,570,570,,
Demos,Sponsor,Athens,Public,571,Statue Base for an Unknown Individual,Stele,Dedication,,150.5,99,0.0400,88,5,21,20,24,190,204,144,157,50,44,26,22,12,3,0,0,3,0,0,0,571,571,,
Demos,Sponsor,Athens,Public,572,Statue Base(?) for an Unknown Individual,Column/Herm,Dedication,,150.5,99,0.0340,88,5,21,20,24,190,204,144,157,50,28,5,16,5,2,0,0,2,0,0,0,572,572,,
Demos,Sponsor,Athens,Public,573,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0200,88,5,21,20,24,190,204,144,157,50,51,38,22,16,3,0,0,3,0,0,0,573,573,,
Demos,Sponsor,Athens,Public,575,Statue Base(?) for an Unknown Individual,Base,Dedication,,150.5,99,0.0290,88,5,21,20,24,190,204,144,157,50,21,10,10,5,1,0,0,1,0,0,0,575,575,,
Demos,Sponsor,Athens,Public,588,"Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary",Other/Fragment,Dedication,,250.5,99,0.0240,88,5,21,20,24,190,204,144,157,50,168,164,38,36,4,1,1,4,1,1,0,588,588,,
Demos,Sponsor,Athens,Public,601,Statue Base for Unknown Official,Base,Dedication,,250.5,99,0.0300,88,5,21,20,24,190,204,144,157,50,134,86,52,28,1,0,0,1,0,0,0,601,601,,
Demos,Sponsor,Athens,Public,604,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,,88,5,21,20,24,190,204,144,157,50,41,14,17,8,3,0,0,3,0,0,0,604,604,,
Demos,,Athens,Public,605,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0360,88,5,21,20,24,190,204,144,157,50,21,8,10,6,1,0,0,0,0,0,0,605,605,,
Demos,Sponsor,Athens,Public,620,Statue Base(?) for an Unknown Individual,Base,Other/Uncertain,,250.5,99,0.0560,88,5,21,20,24,190,204,144,157,50,27,22,14,10,3,0,0,3,0,0,0,620,620,,
Demos,Sponsor,Athens,Public,626,"Statue Base for the Sophist P. Herennius Ptolemais, Son of P. Herennius, Hierokeryx",Base,Dedication,North of the Telesterion,313.0,24,0.0220,88,5,21,20,24,190,204,144,157,50,105,93,23,20,4,4,1,3,0,1,0,626,626,,
Demos,Sponsor,Athens,Public,630,Statue Base for Ful. Plautianos,Base,Dedication,Before the Telestrion,204.0,2,0.0200,88,5,21,20,24,190,204,144,157,50,206,124,51,30,3,4,4,3,1,1,3,630,630,,
Demos,Sponsor,Athens,Public,632,"Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos",Base,Dedication,Before the Telestrion,210.0,10,0.0350,88,5,21,20,24,190,204,144,157,50,173,162,45,41,3,1,5,3,1,5,0,632,632,,
Demos,Sponsor,Athens,Public,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,88,5,21,20,24,190,204,144,157,50,1749,1355,465,326,5,6,3,3,0,3,0,638,638,,
Demos,Sponsor,Athens,Public,645,"Statue Base for Kassianos, Hierokeryx",Base,Dedication,Before the Telestrion,236.0,10,0.0350,88,5,21,20,24,190,204,144,157,50,119,115,21,19,3,6,1,3,1,1,0,645,645,,
Demos,Sponsor,Athens,Public,654,"Statue Base for Aerarios Sosipatros, Daduch",Base,Dedication,,275.0,50,0.0350,88,5,21,20,24,190,204,144,157,50,79,77,16,15,3,1,3,3,1,3,0,654,654,,
Demos,,Athens,Public,655,Letter of the Emperor Gallienus to the Athenians Concerning the Mysteries,Base,Epistle,,265.0,0,0.0180,88,5,21,20,24,190,204,144,157,50,638,276,234,85,3,5,2,0,0,0,2,655,655,,
Demos,Sponsor,Athens,Public,660,Statue Base for the Emperors Diocletian and Maximianus,Base,Dedication,,295.5,19,0.0380,88,5,21,20,24,190,204,144,157,50,129,15,32,10,1,1,2,1,1,0,2,660,660,,
Demos,Sponsor,Athens,Public,291,"Statue Base for Lysiades Phaidrou Berenikides, Dedicated by the Demos",Base,Dedication,,-40.0,10,0.0155,88,5,21,20,24,190,204,144,157,50,19,17,7,7,1,0,2,1,1,2,0,677,677,,
Demos,Sponsor,Athens,Public,291,"Statue Base for Khrysothemis Phaidrou Berenikides, Dedicated by the Demos",Base,Dedication,,-40.0,10,0.0155,88,5,21,20,24,190,204,144,157,50,9,8,4,4,1,0,2,1,1,2,0,678,678,,
Demos,Sponsor,Athens,Public,301,"Statue Base for the Daduch Theophrastos, son of the Daduch Themistokles of Hagnousios, Dedicated by the Demos",Base,Dedication,,-20.0,10,0.0235,88,5,21,20,24,190,204,144,157,50,9,8,4,4,1,1,2,1,1,2,0,679,679,,
Demos,Sponsor,Athens,Public,301,"Statue Base for the Daduch Themistokles, Son of the Daduch Themistokles, Dedicated by the Demos",Base,Dedication,,-20.0,10,0.0235,88,5,21,20,24,190,204,144,157,50,37,36,10,10,1,1,2,1,1,2,0,680,680,,
Demos,Sponsor,Athens,Public,301,"Statue Base Sophokles, Son of Theophrastos, of Hagnous",Base,Dedication,,-20.0,10,0.0235,88,5,21,20,24,190,204,144,157,50,38,37,6,6,1,0,2,1,1,2,0,681,681,,
Demos,Sponsor,Athens,Public,347,"Statue Base for P. Papinus Statius, Dedicated by the Areopagus",Base,Dedication,,50.0,50,0.0215,88,5,21,20,24,190,204,144,157,50,85,68,29,17,2,0,1,2,1,0,1,682,682,,
Demos,Officer,Athens,Public,433,"Statue Base for Ti. Kl., the Hierophant, Kallikratidou Trikorysios",Base,Dedication,,112.5,25,0.0250,88,5,21,20,24,190,204,144,157,50,0,0,1,1,3,12,0,0,0,0,0,689,689,,
Demos,Sponsor,Athens,Public,473,"Statue Base for Sergius Salvidius Orfitus, Dedicated by The Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,88,5,21,20,24,190,204,144,157,50,0,0,1,1,3,0,1,3,1,0,1,691,691,,
Demos,Sponsor,Athens,Public,473,"Statue Base for Calpurnia Lepida, Daughter of L., Wife of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,88,5,21,20,24,190,204,144,157,50,0,0,1,1,3,0,2,3,1,0,2,692,692,,
Demos,Sponsor,Athens,Public,473,"Statue Base for Sergius Calpurius Scipio Orfitus, Son of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,88,5,21,20,24,190,204,144,157,50,0,0,1,1,3,0,2,3,1,0,2,693,693,,
Demos,Sponsor,Athens,Public,473,"Statue Base for L. Calpurnius Scipio, son of Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,88,5,21,20,24,190,204,144,157,50,0,0,1,1,3,0,2,3,1,0,2,694,694,,
Demos,Sponsor,Athens,Public,486,"Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes",Base,Dedication,,171.0,10,0.0920,88,5,21,20,24,190,204,144,157,50,0,0,1,1,3,2,3,3,2,1,2,695,695,,
Demos,Sponsor,Athens,Public,486,"Statue Base for the Savior Gods/Godesses of the Brotherly Emperors, Dedicated By the Polis During the Epimelitea of Herodes",Base,Dedication,,171.0,10,0.0920,88,5,21,20,24,190,204,144,157,50,0,0,1,1,3,0,1,3,1,0,1,696,696,,
Demos,Sponsor,Athens,Public,296,"Livia Drousilla, Wife of the Emperor Augustus Caesar",Building or Monument,Dedication,,-26.0,10,0.0400,88,5,21,20,24,190,204,144,157,50,0,0,1,1,1,1,1,1,1,0,1,703,703,,
Demos,Sponsor,Athens,Public,296,"Statue Base for the Emperor Augustus Caesar, Son of the Divine Iulius, Dedicated by the Demos",Building or Monument,Dedication,,-26.0,10,0.0400,88,5,21,20,24,190,204,144,157,50,0,0,1,1,1,0,1,1,1,0,1,704,704,,
Tribe of Antiochis,Sponsor,Athens,Public,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,1,0,0,0,0,40,2,7,0,0,951,605,217,115,2,7,40,1,0,39,1,514,514,,
Dionysiac Technitai,Sponsor,Athens,Private,271,Honorary Decree of the Synod of Dionysiac Artists in Honor of their Epimelete Philemon,Base,Decree,,-73.0,6,0.0070,1,2,2,2,8,1,4,5,13,8,2289,2083,519,438,4,5,1,1,1,1,0,271,271,,
Sophiai,Sponsor,Other,Private,470,"Statue Base for Klementiane, Daughter of Arrian",Base,Dedication,,175.0,50,0.0160,2,0,0,0,0,8,3,7,0,0,132,131,24,24,1,2,2,1,1,2,0,470,470,,
Sophiai,,Other,Private,502,"Statue Base for Isidote, Daughter of Isaios, Hierophantes",Base,Dedication,Before the Telestrion,184.0,16,0.0200,2,0,0,0,0,8,3,7,0,0,665,653,128,120,2,5,6,0,1,3,3,502,502,,
Philoi,Sponsor,Other,Private,589,Base Dedicated by Philoi,Base,Other/Uncertain,Outer Courtyard,250.5,99,0.0155,1,0,0,0,0,3,1,0,0,0,26,22,12,11,1,0,3,1,0,3,0,589,589,,
Xenoi,,Other,Private,511,"Statue Base for Praxagora, Daughter of Demostratos of Melite, Hearth-Initiate",Base,Dedication,Before the Telestrion,182.5,5,0.0240,1,0,0,0,0,3,1,2,0,0,209,203,51,48,1,2,3,0,1,3,0,511,511,,
Samian Haloa,,Samos,Public,435,"Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai",Base,Dedication,Before the Telestrion,125.0,40,0.0200,1,0,0,0,0,2,3,1,0,0,173,132,52,31,3,1,2,2,1,2,0,435,435,,
Boule of Korinth,Sponsor,Corinth,Public,438,"Statue Base for Ti. Kl. Attikos Herodes Kl. Attikou Marathonios, 'Son of Hellas'",Base,Dedication,,115.0,10,0.0150,1,0,0,0,0,4,1,1,0,0,152,142,34,29,1,1,4,2,2,3,1,438,438,,
Samian Demos,Sponsor,Samos,Public,457,Base Dedicated by the Samians,Base,Dedication,,145.0,10,0.0320,1,2,2,2,2,0,2,0,4,4,56,40,17,14,2,0,0,2,0,0,0,457,457,,
Areopagus of Ephesus,,Ephesus,Public,463,Statue Base for Menandra of Ephesos,Base,Dedication,,150.0,50,0.0170,1,0,0,0,0,4,2,23,0,0,675,471,153,90,2,23,4,0,1,4,0,463,463,,
Panhellenes,Sponsor,Other,Public,448,"Dedicatory Inscriptions on Two Triumphal Arches, Dedicated by the Panhellenes to the Two Goddesses and the Emperor",Base,Dedication,Outer Courtyard,136.5,3,0.1750,8,1,3,3,3,48,11,17,39,5,156,49,56,16,1,1,1,1,0,0,1,448,448,,
Panhellenes,,Other,Public,453,Statue Base for the Deified Hadrian Panhellenios,Base,Dedication,Outer Courtyard,160.0,44,0.1100,8,1,3,3,3,48,11,17,39,5,24,20,6,5,1,1,1,0,1,0,1,453,453,,
Panhellenes,Sponsor,Other,Public,491,"Statue Base for Fl. Xenion of Marathon, Archon of the Panhellenes",Altar,Dedication,,170.0,10,0.0140,8,1,3,3,3,48,11,17,39,5,97,67,36,19,2,2,1,1,1,1,0,491,491,,
Panhellenes,Officer,Other,Public,491,"Statue Base for Fl. Xenion of Marathon, Archon of the Panhellenes",Altar,Dedication,,170.0,10,0.0140,8,1,3,3,3,48,11,17,39,5,97,67,36,19,2,2,1,1,1,1,0,491,491,,
Panhellenes,Member,Other,Public,495,Statue Base for M. Aurelius,Base,Dedication,Before the Telestrion,173.5,3,0.0370,8,1,3,3,3,48,11,17,39,5,131,115,26,23,1,2,2,1,1,1,1,495,495,,
Panhellenes,Officer,Other,Public,504,Dedicatory Base for the Aparkhe,Base,Dedication,North of the Telesterion,183.0,12,0.0280,8,1,3,3,3,48,11,17,39,5,74,72,19,18,1,1,1,0,0,1,0,504,504,,
Panhellenes,Officer,Other,Public,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,951,605,217,115,2,7,40,1,0,39,1,514,514,,
Panhellenes,Sponsor,Other,Public,532,Dedicatory Base for the Aparkhe,Base,Dedication,Outer Courtyard,150.5,99,0.0360,8,1,3,3,3,48,11,17,39,5,64,35,15,9,1,1,1,1,0,1,0,532,532,,
Sacred Gerousia,,Other,Public,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,2,1,1,1,1,7,6,9,1,2,512,438,101,84,4,6,5,3,1,1,4,503,503,,
Sacred Gerousia,Sponsor,Other,Public,624,Statue Base for a M. Aur. Prosdektos Pistokratous Kephalethen,Base,Dedication,Before the Telestrion,200.0,10,0.0210,2,1,1,1,1,7,6,9,1,2,237,228,42,39,2,3,2,1,1,2,0,624,624,,
Ephebes,,Athens,Public,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,1,0,0,0,0,3,5,6,0,0,1749,1355,465,326,5,6,3,3,0,3,0,638,638,,
Eumolpidai,,Eleusis,Genos,275,"Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai",Base,Dedication,North of the Telesterion,-60.0,10,0.0200,24,3,35,23,28,45,44,53,94,46,243,233,52,46,3,2,2,2,1,2,0,275,275,,
Eumolpidai,Sponsor,Eleusis,Genos,324,"Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai",Base,Dedication,Before the Telestrion,13.0,24,0.0300,24,3,35,23,28,45,44,53,94,46,158,67,53,25,4,1,1,4,1,1,0,324,324,,
Eumolpidai,,Eleusis,Genos,336,Statue Base for a Priest of Tiberius and Exegete of the Eumolpidai,Base,Dedication,,25.0,10,0.0240,24,3,35,23,28,45,44,53,94,46,119,49,38,22,1,1,1,0,0,0,1,336,336,,
Eumolpidai,,Eleusis,Genos,337,Statue Base for an Unknown Exegete,Base,Dedication,,25.0,10,0.0290,24,3,35,23,28,45,44,53,94,46,38,11,11,5,1,1,1,0,0,0,1,337,337,,
Eumolpidai,,Eleusis,Genos,350,Statue Base for Marcus Porcius Cato,Base,Dedication,,50.0,20,0.0300,24,3,35,23,28,45,44,53,94,46,29,14,8,4,1,1,1,0,1,0,1,350,350,,
Eumolpidai,,Eleusis,Genos,359,Statue Base for an Exegete,Base,Dedication,,75.0,50,0.0240,24,3,35,23,28,45,44,53,94,46,51,12,14,7,1,1,1,0,1,1,0,359,359,,
Eumolpidai,Sponsor,Eleusis,Genos,435,"Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai",Base,Dedication,Before the Telestrion,125.0,40,0.0200,24,3,35,23,28,45,44,53,94,46,173,132,52,31,3,1,2,2,1,2,0,435,435,,
Eumolpidai,,Eleusis,Genos,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,24,3,35,23,28,45,44,53,94,46,378,101,124,31,4,6,3,3,3,3,0,455,455,,
Eumolpidai,,Eleusis,Genos,456,"Statue Base for Relative of L. Vipsanios Aiolion, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0315,24,3,35,23,28,45,44,53,94,46,42,14,14,7,1,1,3,0,1,3,0,456,456,,
Eumolpidai,,Eleusis,Genos,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,1196,996,273,202,4,12,9,3,1,8,1,483,483,,
Eumolpidai,Sponsor,Eleusis,Genos,490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,24,3,35,23,28,45,44,53,94,46,187,150,45,31,2,1,4,2,1,4,0,490,490,,
Eumolpidai,,Eleusis,Genos,513,Letter by the Emperor Commodus to the Athenians Concern the Archonship of the Eumolpidai,Base,Epistle,,186.5,7,0.0180,24,3,35,23,28,45,44,53,94,46,523,441,130,107,1,3,1,0,0,0,1,513,513,,
Eumolpidai,Officer,Eleusis,Genos,515,"Statue Base for the Hierophant who Saved the Hiera During the Kostoboki Invasion, Probably Not from the Sanctuary",Base,Dedication,,196.0,10,0.0420,24,3,35,23,28,45,44,53,94,46,239,233,50,46,1,1,1,0,0,1,0,515,515,,
Eumolpidai,Officer,Eleusis,Genos,516,Statue Base for the Hierophant who Saved the Hiera During the Invasion of the Kostoboki.,Column/Herm,Dedication,North of the Telesterion,196.0,10,0.0265,24,3,35,23,28,45,44,53,94,46,289,235,68,54,1,1,1,0,0,1,0,516,516,,
Eumolpidai,Officer,Eleusis,Genos,531,Statue Base for an Unknown Exegete of the Eumolpidai,Base,Dedication,Before the Telestrion,150.5,99,0.0195,24,3,35,23,28,45,44,53,94,46,172,117,51,30,1,4,2,0,1,2,0,531,531,,
Eumolpidai,Officer,Eleusis,Genos,544,Statue Base for an Unknown Exegete,Base,Dedication,,150.5,99,0.0345,24,3,35,23,28,45,44,53,94,46,64,8,17,7,2,2,1,0,1,1,0,544,544,,
Eumolpidai,Officer,Eleusis,Genos,545,Statue Base for an Unknown Exegete of the Eumolpidai,Base,Dedication,,150.5,99,0.0330,24,3,35,23,28,45,44,53,94,46,50,15,18,10,1,2,1,0,1,1,0,545,545,,
Eumolpidai,Officer,Eleusis,Genos,550,Statue Base for an Unknown Exegete(?) of the Eumolpidai,Base,Dedication,,150.5,99,0.0500,24,3,35,23,28,45,44,53,94,46,18,4,5,3,1,1,0,0,0,0,0,550,550,,
Eumolpidai,,Eleusis,Genos,615,Statue Base(?) for an Unknown Individual,Building or Monument,Dedication,,250.5,99,0.0200,24,3,35,23,28,45,44,53,94,46,17,7,6,5,1,0,0,0,0,0,0,615,615,,
Eumolpidai,Officer,Eleusis,Genos,623,"Statue Base for a Sekoundos, Eumolpid",Base,Dedication,,200.0,10,,24,3,35,23,28,45,44,53,94,46,79,62,22,15,2,1,2,1,1,1,1,623,623,,
Eumolpidai,Member,Eleusis,Genos,625,"Statue Base for M. Gavius Gallicanus, Proconsul Asiae, Eumolpid",Base,Dedication,Upper Terrace,200.0,10,0.0525,24,3,35,23,28,45,44,53,94,46,109,41,35,16,1,2,3,0,1,0,3,625,625,,
Eumolpidai,,Eleusis,Genos,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,24,3,35,23,28,45,44,53,94,46,1749,1355,465,326,5,6,3,3,0,3,0,638,638,,
Eumolpidai,,Eleusis,Genos,661,Statue Base for an Unknown Proconsul,Base,Dedication,Before the Telestrion,250.0,100,0.0180,24,3,35,23,28,45,44,53,94,46,199,119,56,30,1,1,1,0,1,0,1,661,661,,
Eumolpidai,Officer,Eleusis,Genos,663,Statue Base for an Unknown Exegete of the Eumolpidai(?),Base,Dedication,,250.0,100,0.0475,24,3,35,23,28,45,44,53,94,46,36,8,10,4,1,1,1,0,1,1,0,663,663,,
Kerykes,,Eleusis,Genos,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,3533,3223,781,638,3,18,47,2,1,47,0,300,300,,
Kerykes,,Eleusis,Genos,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,7,18,64,72,100,67,17,42,391,197,255,244,51,47,4,6,5,3,1,5,0,492,492,,
Kerykes,Officer,Eleusis,Genos,520,"Statue Base for Kl. Themistokleia, Daughter of the Daduch Kl. Philippos, Hearth-Initiate",Base,Dedication,,187.5,25,0.0300,7,18,64,72,100,67,17,42,391,197,120,93,28,19,2,3,3,0,1,3,0,520,520,,
Kerykes,Officer,Eleusis,Genos,520,"Statue Base for Kl. Themistokleia, Daughter of the Daduch Kl. Philippos, Hearth-Initiate",Base,Dedication,,187.5,25,0.0300,7,18,64,72,100,67,17,42,391,197,120,93,28,19,2,3,3,0,1,3,0,520,520,,
Kerykes,Sponsor,Eleusis,Genos,551,Large Monument in Honor of an Unknown Hearth-Initiate,Base,Dedication,,150.5,99,0.0430,7,18,64,72,100,67,17,42,391,197,86,45,37,20,2,1,1,1,1,1,0,551,551,,
Kerykes,,Eleusis,Genos,621,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,7,18,64,72,100,67,17,42,391,197,377,335,81,66,2,8,6,2,1,6,0,621,621,,
Kerykes,Officer,Eleusis,Genos,624,Statue Base for a M. Aur. Prosdektos Pistokratous Kephalethen,Base,Dedication,Before the Telestrion,200.0,10,0.0210,7,18,64,72,100,67,17,42,391,197,237,228,42,39,2,3,2,1,1,2,0,624,624,,
Lykomidai,Sponsor,Athens,Genos,435,"Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai",Base,Dedication,Before the Telestrion,125.0,40,0.0200,1,0,0,0,0,2,3,1,0,0,173,132,52,31,3,1,2,2,1,2,0,435,435,,
Philleidai,,Eleusis,Genos,379,"Statue Base for an Unknown Individual, Dedicated by a Priestess",Stele,Dedication,,50.5,99,0.0140,1,2,49,27,50,1,1,2,67,27,124,44,31,13,1,2,1,0,0,1,0,379,379,,
Bouzygai,,Athens,Genos,443,Statue Base for a Son of Heroxenos of Marathon,Base,Dedication,,137.5,25,0.0220,1,1,1,1,1,2,1,3,1,1,113,58,31,15,1,3,2,1,1,2,0,443,443,,
Praxiergidai,Sponsor,Athens,Genos,588,"Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary",Other/Fragment,Dedication,,250.5,99,0.0240,1,0,0,0,0,1,4,1,0,0,168,164,38,36,4,1,1,4,1,1,0,588,588,,
Eteoboutadai,Member,Athens,Genos,465,"Statue Base for Phirmos Gargettios, Hierophant",Base,Dedication,Outer Courtyard,150.0,50,0.0180,1,2,3,1,1,1,1,1,3,2,72,63,19,15,1,1,1,0,1,1,0,465,465,,
Samian Boule,Sponsor,Samos,Public,457,Base Dedicated by the Samians,Base,Dedication,,145.0,10,0.0320,1,0,0,0,0,0,2,0,0,0,56,40,17,14,2,0,0,2,0,0,0,457,457,,
